,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_Vis_10,7Networks_LH_Vis_11,7Networks_LH_Vis_12,7Networks_LH_Vis_13,7Networks_LH_Vis_14,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_SomMot_7,7Networks_LH_SomMot_8,7Networks_LH_SomMot_9,7Networks_LH_SomMot_10,7Networks_LH_SomMot_11,7Networks_LH_SomMot_12,7Networks_LH_SomMot_13,7Networks_LH_SomMot_14,7Networks_LH_SomMot_15,7Networks_LH_SomMot_16,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_Post_7,7Networks_LH_DorsAttn_Post_8,7Networks_LH_DorsAttn_Post_9,7Networks_LH_DorsAttn_Post_10,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_DorsAttn_FEF_2,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_ParOper_2,7Networks_LH_SalVentAttn_ParOper_3,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_FrOperIns_3,7Networks_LH_SalVentAttn_FrOperIns_4,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_OFC_2,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Limbic_TempPole_3,7Networks_LH_Limbic_TempPole_4,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_Par_2,7Networks_LH_Cont_Par_3,7Networks_LH_Cont_Temp_1,7Networks_LH_Cont_OFC_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_PFCl_2,7Networks_LH_Cont_PFCl_3,7Networks_LH_Cont_PFCl_4,7Networks_LH_Cont_PFCl_5,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Cont_Cing_2,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Temp_3,7Networks_LH_Default_Temp_4,7Networks_LH_Default_Temp_5,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_Par_3,7Networks_LH_Default_Par_4,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_PFC_8,7Networks_LH_Default_PFC_9,7Networks_LH_Default_PFC_10,7Networks_LH_Default_PFC_11,7Networks_LH_Default_PFC_12,7Networks_LH_Default_PFC_13,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_LH_Default_pCunPCC_3,7Networks_LH_Default_pCunPCC_4,7Networks_LH_Default_PHC_1,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_Vis_9,7Networks_RH_Vis_10,7Networks_RH_Vis_11,7Networks_RH_Vis_12,7Networks_RH_Vis_13,7Networks_RH_Vis_14,7Networks_RH_Vis_15,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_SomMot_9,7Networks_RH_SomMot_10,7Networks_RH_SomMot_11,7Networks_RH_SomMot_12,7Networks_RH_SomMot_13,7Networks_RH_SomMot_14,7Networks_RH_SomMot_15,7Networks_RH_SomMot_16,7Networks_RH_SomMot_17,7Networks_RH_SomMot_18,7Networks_RH_SomMot_19,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_Post_6,7Networks_RH_DorsAttn_Post_7,7Networks_RH_DorsAttn_Post_8,7Networks_RH_DorsAttn_Post_9,7Networks_RH_DorsAttn_Post_10,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_DorsAttn_FEF_2,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_TempOccPar_3,7Networks_RH_SalVentAttn_PrC_1,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_FrOperIns_2,7Networks_RH_SalVentAttn_FrOperIns_3,7Networks_RH_SalVentAttn_FrOperIns_4,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_SalVentAttn_Med_3,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_OFC_2,7Networks_RH_Limbic_OFC_3,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Limbic_TempPole_2,7Networks_RH_Limbic_TempPole_3,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_Par_3,7Networks_RH_Cont_Temp_1,7Networks_RH_Cont_PFCv_1,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_PFCl_5,7Networks_RH_Cont_PFCl_6,7Networks_RH_Cont_PFCl_7,7Networks_RH_Cont_pCun_1,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_Cing_2,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_PFCmp_2,7Networks_RH_Default_Par_1,7Networks_RH_Default_Par_2,7Networks_RH_Default_Par_3,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_Temp_4,7Networks_RH_Default_Temp_5,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_PFCdPFCm_4,7Networks_RH_Default_PFCdPFCm_5,7Networks_RH_Default_PFCdPFCm_6,7Networks_RH_Default_PFCdPFCm_7,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2,7Networks_RH_Default_pCunPCC_3
7Networks_LH_SalVentAttn_ParOper_2,0.0,5.0,5.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,4.0,1.0,3.0,1.0,92.0,395.0,439.0,2053.0,6103.0,1335.0,58.0,7.0,444.0,115.0,261.0,47.0,361.0,31.0,334.0,163.0,23.0,90.0,10.0,3988.0,464.0,169.0,51.0,203.0,207.0,536.0,19.0,17.0,47.0,2303.0,0.0,5131.0,452.0,20.0,81.0,274.0,1.0,2.0,18.0,10.0,0.0,0.0,4.0,13.0,0.0,4.0,209.0,222.0,1097.0,61.0,0.0,2.0,1.0,8.0,49.0,18.0,6.0,15.0,0.0,18.0,19.0,52.0,26.0,125.0,8.0,58.0,396.0,30.0,5.0,0.0,6.0,1.0,75.0,0.0,0.0,1.0,6.0,9.0,52.0,7.0,15.0,0.0,3.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,10.0,0.0,2.0,3.0,5.0,1.0,65.0,31.0,8.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,5.0,39.0,30.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,18.0,13.0
7Networks_LH_SalVentAttn_ParOper_3,2.0,9.0,9.0,0.0,6.0,1.0,3.0,39.0,1.0,3.0,19.0,0.0,16.0,12.0,106.0,298.0,216.0,1659.0,1187.0,384.0,70.0,6.0,300.0,67.0,231.0,36.0,165.0,38.0,110.0,38.0,43.0,282.0,30.0,1729.0,524.0,182.0,143.0,309.0,308.0,424.0,35.0,79.0,269.0,2804.0,5131.0,0.0,288.0,32.0,182.0,1004.0,4.0,6.0,14.0,46.0,0.0,0.0,10.0,35.0,2.0,5.0,802.0,292.0,1248.0,200.0,3.0,8.0,3.0,37.0,350.0,87.0,39.0,23.0,0.0,46.0,70.0,114.0,134.0,345.0,56.0,66.0,3807.0,95.0,7.0,0.0,15.0,4.0,324.0,1.0,1.0,3.0,24.0,25.0,298.0,13.0,71.0,2.0,5.0,0.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,12.0,10.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,57.0,9.0,13.0,2.0,0.0,5.0,5.0,1.0,12.0,4.0,13.0,76.0,52.0,0.0,5.0,1.0,1.0,3.0,5.0,3.0,0.0,6.0,0.0,1.0,3.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,10.0,8.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,4.0,31.0,32.0
7Networks_LH_SalVentAttn_FrOperIns_1,58.0,456.0,184.0,54.0,511.0,36.0,454.0,282.0,250.0,91.0,362.0,40.0,802.0,338.0,3176.0,1624.0,4437.0,3515.0,1260.0,592.0,273.0,69.0,178.0,331.0,389.0,1001.0,1052.0,1004.0,555.0,465.0,134.0,197.0,283.0,253.0,24.0,157.0,849.0,1035.0,394.0,809.0,284.0,619.0,200.0,438.0,452.0,288.0,0.0,3387.0,4668.0,1606.0,177.0,131.0,63.0,764.0,258.0,267.0,79.0,92.0,1884.0,2050.0,622.0,388.0,126.0,163.0,254.0,359.0,125.0,189.0,150.0,62.0,285.0,68.0,11.0,2110.0,89.0,1312.0,117.0,263.0,41.0,556.0,250.0,402.0,2623.0,20.0,945.0,394.0,1066.0,18.0,362.0,89.0,821.0,758.0,443.0,282.0,1279.0,129.0,205.0,27.0,108.0,42.0,4.0,4.0,18.0,3.0,13.0,32.0,7.0,29.0,3.0,2.0,9.0,20.0,7.0,43.0,24.0,26.0,24.0,0.0,1.0,1.0,0.0,3.0,4.0,5.0,6.0,42.0,1.0,0.0,7.0,1.0,19.0,53.0,53.0,12.0,12.0,2.0,3.0,4.0,2.0,116.0,5.0,69.0,84.0,51.0,5.0,42.0,54.0,1.0,14.0,2.0,14.0,2.0,20.0,1.0,29.0,123.0,62.0,366.0,5.0,10.0,38.0,1.0,22.0,1.0,16.0,1.0,10.0,13.0,0.0,44.0,37.0,62.0,41.0,43.0,38.0,44.0,197.0,48.0,37.0,152.0,487.0,4.0,17.0,28.0,23.0,26.0,26.0,5.0,8.0,96.0,15.0,33.0,25.0,181.0,164.0,48.0,16.0,34.0,144.0,96.0
7Networks_LH_SalVentAttn_FrOperIns_2,12.0,41.0,10.0,5.0,27.0,3.0,39.0,15.0,6.0,9.0,15.0,4.0,26.0,14.0,24.0,232.0,80.0,179.0,58.0,16.0,8.0,4.0,6.0,12.0,3.0,59.0,30.0,63.0,61.0,41.0,13.0,28.0,0.0,9.0,0.0,2.0,17.0,20.0,17.0,23.0,15.0,49.0,14.0,111.0,20.0,32.0,3387.0,0.0,820.0,1965.0,56.0,17.0,10.0,65.0,1.0,3.0,7.0,17.0,37.0,37.0,19.0,11.0,5.0,58.0,38.0,130.0,23.0,65.0,27.0,1.0,6.0,6.0,3.0,149.0,29.0,72.0,41.0,60.0,12.0,23.0,39.0,20.0,3450.0,1.0,2297.0,54.0,3348.0,3.0,65.0,26.0,310.0,234.0,61.0,63.0,180.0,5.0,12.0,2.0,7.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,16.0,3.0,39.0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,4.0,10.0,5.0,12.0,10.0,7.0,3.0,1.0,4.0,26.0,86.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,6.0,5.0,29.0,45.0,8.0,1.0,0.0,10.0,8.0
7Networks_LH_SalVentAttn_FrOperIns_3,1.0,3.0,2.0,2.0,8.0,0.0,5.0,20.0,1.0,3.0,4.0,0.0,11.0,1.0,49.0,296.0,1571.0,2658.0,156.0,35.0,13.0,10.0,12.0,24.0,18.0,77.0,89.0,105.0,71.0,56.0,17.0,65.0,6.0,34.0,3.0,9.0,24.0,38.0,34.0,56.0,47.0,234.0,41.0,187.0,81.0,182.0,4668.0,820.0,0.0,1282.0,28.0,40.0,12.0,204.0,1.0,0.0,5.0,14.0,6.0,6.0,68.0,39.0,79.0,50.0,5.0,25.0,9.0,24.0,31.0,10.0,6.0,2.0,5.0,29.0,18.0,49.0,39.0,73.0,5.0,17.0,82.0,14.0,102.0,0.0,63.0,10.0,177.0,2.0,12.0,6.0,140.0,200.0,97.0,64.0,495.0,6.0,9.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,3.0,2.0,8.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,3.0,1.0,14.0,11.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,8.0,57.0,12.0,121.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,5.0,5.0,7.0,11.0,12.0,1.0,4.0,4.0,28.0,124.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,4.0,7.0,30.0,16.0,4.0,0.0,8.0,4.0
7Networks_LH_SalVentAttn_FrOperIns_4,8.0,20.0,70.0,4.0,20.0,7.0,24.0,129.0,9.0,5.0,49.0,2.0,53.0,27.0,82.0,845.0,375.0,2350.0,310.0,878.0,204.0,94.0,52.0,43.0,62.0,301.0,161.0,1185.0,291.0,141.0,220.0,882.0,54.0,166.0,43.0,68.0,137.0,240.0,192.0,168.0,436.0,2302.0,4983.0,979.0,274.0,1004.0,1606.0,1965.0,1282.0,0.0,100.0,291.0,93.0,1819.0,3.0,7.0,26.0,181.0,8.0,11.0,475.0,343.0,618.0,564.0,19.0,101.0,36.0,196.0,1472.0,491.0,43.0,14.0,12.0,137.0,168.0,297.0,311.0,659.0,84.0,282.0,580.0,229.0,328.0,1.0,260.0,58.0,2070.0,7.0,34.0,25.0,598.0,1030.0,1368.0,592.0,4156.0,36.0,47.0,23.0,61.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,6.0,111.0,1.0,3.0,7.0,2.0,25.0,30.0,39.0,5.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,7.0,31.0,11.0,11.0,100.0,66.0,0.0,1.0,2.0,38.0,1.0,2.0,1.0,69.0,221.0,40.0,715.0,1.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,8.0,9.0,35.0,34.0,24.0,75.0,98.0,7.0,11.0,35.0,136.0,837.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,65.0,0.0,6.0,14.0,25.0,129.0,93.0,31.0,8.0,14.0,16.0
7Networks_LH_SalVentAttn_PFCl_1,2.0,5.0,8.0,0.0,9.0,2.0,8.0,8.0,6.0,1.0,6.0,0.0,9.0,4.0,2.0,15.0,4.0,8.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,18.0,7.0,35.0,9.0,9.0,11.0,18.0,3.0,1.0,0.0,1.0,8.0,17.0,9.0,1.0,18.0,82.0,15.0,10.0,1.0,4.0,177.0,56.0,28.0,100.0,0.0,25.0,9.0,31.0,0.0,5.0,3.0,4.0,4.0,7.0,9.0,13.0,3.0,12.0,5.0,708.0,10904.0,7348.0,1047.0,13.0,3.0,2.0,6.0,32.0,5.0,12.0,5.0,10.0,2.0,30.0,5.0,15.0,33.0,1.0,96.0,1425.0,335.0,8.0,2811.0,59.0,6602.0,575.0,3827.0,6785.0,467.0,10.0,15.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,44.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,55.0,13.0,3.0,25.0,2.0,2.0,57.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,66.0,52.0,148.0,99.0,105.0,107.0,32.0,1.0,3.0,3.0,131.0,414.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,237.0,7.0,22.0,19.0,201.0,388.0,62.0,16.0,3.0,15.0,5.0
7Networks_LH_SalVentAttn_Med_1,3.0,4.0,0.0,1.0,0.0,39.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,22.0,2.0,4.0,6.0,2230.0,0.0,1.0,0.0,10.0,2.0,29.0,350.0,10.0,4.0,12.0,0.0,2.0,2.0,0.0,54.0,6.0,552.0,17.0,6.0,35.0,48.0,11.0,2.0,6.0,131.0,17.0,40.0,291.0,25.0,0.0,2547.0,4076.0,0.0,5.0,11.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,28.0,17.0,54.0,35.0,17.0,92.0,119.0,450.0,8.0,0.0,4.0,0.0,4.0,1.0,8.0,1.0,2.0,8.0,32.0,20.0,24.0,92.0,188.0,232.0,2163.0,123.0,2192.0,65.0,48.0,1639.0,212.0,555.0,1333.0,1047.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,2.0,5.0,1.0,1.0,4.0,24.0,0.0,10.0,495.0,2.0,0.0,14.0,4.0,61.0,26.0,112.0,4.0,3.0,1.0,1.0,0.0,0.0,12.0,2.0,5.0,55.0,15.0,11.0,168.0,183.0,0.0,2.0,6.0,51.0,4.0,3.0,1.0,122.0,959.0,107.0,2318.0,2.0,0.0,18.0,0.0,1.0,0.0,6.0,0.0,4.0,5.0,1.0,24.0,24.0,87.0,109.0,50.0,124.0,127.0,17.0,36.0,184.0,641.0,2385.0,10.0,1.0,10.0,1.0,3.0,2.0,3.0,0.0,167.0,5.0,21.0,62.0,98.0,320.0,155.0,76.0,18.0,45.0,45.0
7Networks_LH_SalVentAttn_Med_2,0.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,12.0,30.0,6.0,34.0,25.0,5.0,9.0,6941.0,3.0,1.0,1.0,11.0,10.0,79.0,4079.0,53.0,3.0,2.0,1.0,7.0,2.0,1.0,29.0,15.0,2304.0,374.0,4.0,11.0,25.0,12.0,18.0,14.0,63.0,10.0,12.0,93.0,9.0,2547.0,0.0,306.0,1.0,22.0,1.0,0.0,0.0,1.0,10.0,6.0,9.0,5.0,0.0,11.0,12.0,23.0,15.0,4.0,35.0,977.0,340.0,4.0,2.0,8.0,3.0,4.0,2.0,3.0,9.0,1.0,5.0,56.0,6.0,20.0,33.0,312.0,300.0,957.0,59.0,730.0,33.0,7.0,445.0,24.0,176.0,3635.0,2100.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,9.0,38.0,37.0,6.0,15.0,9.0,10.0,21.0,20.0,33.0,22.0,332.0,8.0,15.0,42.0,13.0,55.0,580.0,691.0,107.0,11.0,2.0,16.0,27.0,6.0,30.0,6.0,28.0,383.0,226.0,10.0,26.0,17.0,1.0,11.0,32.0,12.0,2.0,30.0,1.0,20.0,107.0,517.0,422.0,3.0,1.0,23.0,0.0,2.0,4.0,28.0,3.0,6.0,10.0,0.0,12.0,11.0,20.0,12.0,11.0,9.0,8.0,40.0,142.0,31.0,83.0,171.0,1.0,10.0,11.0,2.0,8.0,11.0,4.0,5.0,29.0,15.0,37.0,14.0,61.0,41.0,5.0,3.0,113.0,260.0,146.0
7Networks_LH_SalVentAttn_Med_3,0.0,3.0,10.0,3.0,5.0,4.0,5.0,13.0,5.0,2.0,11.0,1.0,4.0,2.0,18.0,28.0,19.0,757.0,21.0,468.0,764.0,2931.0,11.0,28.0,16.0,195.0,51.0,3969.0,1541.0,62.0,7.0,49.0,7.0,26.0,8.0,19.0,101.0,110.0,620.0,198.0,626.0,785.0,2551.0,16.0,10.0,46.0,764.0,65.0,204.0,1819.0,31.0,4076.0,306.0,0.0,0.0,0.0,4.0,9.0,12.0,10.0,35.0,53.0,44.0,21.0,4.0,18.0,13.0,41.0,126.0,530.0,20.0,41.0,7.0,20.0,3.0,14.0,5.0,9.0,5.0,47.0,12.0,19.0,49.0,0.0,26.0,10.0,201.0,0.0,13.0,18.0,90.0,307.0,431.0,270.0,2847.0,22.0,38.0,21.0,57.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,11.0,1.0,1.0,5.0,28.0,5.0,5.0,2.0,4.0,26.0,8.0,50.0,48.0,14.0,149.0,1398.0,6.0,5.0,95.0,13.0,349.0,99.0,611.0,21.0,6.0,6.0,1.0,3.0,2.0,18.0,11.0,16.0,120.0,41.0,177.0,456.0,384.0,0.0,4.0,5.0,588.0,12.0,3.0,2.0,210.0,403.0,216.0,4950.0,0.0,2.0,3.0,0.0,2.0,0.0,8.0,0.0,24.0,10.0,2.0,6.0,7.0,47.0,64.0,21.0,72.0,303.0,11.0,47.0,35.0,62.0,829.0,28.0,4.0,31.0,0.0,2.0,1.0,0.0,0.0,95.0,0.0,9.0,1.0,29.0,108.0,80.0,47.0,10.0,38.0,61.0
7Networks_LH_Limbic_OFC_1,25.0,79.0,16.0,29.0,41.0,2.0,55.0,15.0,6.0,24.0,13.0,2.0,27.0,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,9.0,3.0,1.0,0.0,0.0,10.0,10.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,258.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,6743.0,35.0,5.0,423.0,63.0,2.0,5.0,0.0,21.0,3146.0,105.0,4.0,0.0,1.0,1.0,0.0,8.0,16.0,895.0,15.0,25.0,4.0,2.0,1.0,10.0,3.0,10.0,2799.0,158.0,63.0,639.0,4.0,44.0,34.0,9.0,4.0,5.0,0.0,1.0,0.0,11.0,11.0,1.0,3.0,22.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,52.0,12.0,154.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,106.0,28.0,1.0,49.0,1.0,0.0,0.0,1.0,5.0,6.0
7Networks_LH_Limbic_OFC_2,73.0,226.0,45.0,73.0,98.0,38.0,159.0,36.0,19.0,106.0,23.0,11.0,84.0,32.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,23.0,17.0,12.0,0.0,0.0,0.0,53.0,15.0,19.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,267.0,3.0,0.0,7.0,5.0,5.0,22.0,0.0,6743.0,0.0,93.0,27.0,891.0,74.0,6.0,14.0,0.0,29.0,7027.0,331.0,26.0,5.0,3.0,0.0,36.0,213.0,201.0,1891.0,21.0,48.0,6.0,9.0,3.0,43.0,5.0,29.0,800.0,4057.0,84.0,5698.0,5.0,963.0,470.0,303.0,18.0,23.0,7.0,1.0,2.0,186.0,270.0,66.0,115.0,59.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,19.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,11.0,16.0,3.0,1069.0,349.0,1634.0,15.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,142.0,17.0,7.0,0.0,3.0,2.0,0.0,47.0,46.0,32.0,54.0,32.0,0.0,4.0,9.0,39.0,4.0,2.0,1.0,2.0,17.0,2842.0,594.0,110.0,675.0,24.0,0.0,0.0,18.0,109.0,54.0
