,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_Vis_10,7Networks_LH_Vis_11,7Networks_LH_Vis_12,7Networks_LH_Vis_13,7Networks_LH_Vis_14,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_SomMot_7,7Networks_LH_SomMot_8,7Networks_LH_SomMot_9,7Networks_LH_SomMot_10,7Networks_LH_SomMot_11,7Networks_LH_SomMot_12,7Networks_LH_SomMot_13,7Networks_LH_SomMot_14,7Networks_LH_SomMot_15,7Networks_LH_SomMot_16,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_Post_7,7Networks_LH_DorsAttn_Post_8,7Networks_LH_DorsAttn_Post_9,7Networks_LH_DorsAttn_Post_10,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_DorsAttn_FEF_2,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_ParOper_2,7Networks_LH_SalVentAttn_ParOper_3,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_FrOperIns_3,7Networks_LH_SalVentAttn_FrOperIns_4,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_OFC_2,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Limbic_TempPole_3,7Networks_LH_Limbic_TempPole_4,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_Par_2,7Networks_LH_Cont_Par_3,7Networks_LH_Cont_Temp_1,7Networks_LH_Cont_OFC_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_PFCl_2,7Networks_LH_Cont_PFCl_3,7Networks_LH_Cont_PFCl_4,7Networks_LH_Cont_PFCl_5,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Cont_Cing_2,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Temp_3,7Networks_LH_Default_Temp_4,7Networks_LH_Default_Temp_5,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_Par_3,7Networks_LH_Default_Par_4,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_PFC_8,7Networks_LH_Default_PFC_9,7Networks_LH_Default_PFC_10,7Networks_LH_Default_PFC_11,7Networks_LH_Default_PFC_12,7Networks_LH_Default_PFC_13,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_LH_Default_pCunPCC_3,7Networks_LH_Default_pCunPCC_4,7Networks_LH_Default_PHC_1,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_Vis_9,7Networks_RH_Vis_10,7Networks_RH_Vis_11,7Networks_RH_Vis_12,7Networks_RH_Vis_13,7Networks_RH_Vis_14,7Networks_RH_Vis_15,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_SomMot_9,7Networks_RH_SomMot_10,7Networks_RH_SomMot_11,7Networks_RH_SomMot_12,7Networks_RH_SomMot_13,7Networks_RH_SomMot_14,7Networks_RH_SomMot_15,7Networks_RH_SomMot_16,7Networks_RH_SomMot_17,7Networks_RH_SomMot_18,7Networks_RH_SomMot_19,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_Post_6,7Networks_RH_DorsAttn_Post_7,7Networks_RH_DorsAttn_Post_8,7Networks_RH_DorsAttn_Post_9,7Networks_RH_DorsAttn_Post_10,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_DorsAttn_FEF_2,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_TempOccPar_3,7Networks_RH_SalVentAttn_PrC_1,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_FrOperIns_2,7Networks_RH_SalVentAttn_FrOperIns_3,7Networks_RH_SalVentAttn_FrOperIns_4,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_SalVentAttn_Med_3,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_OFC_2,7Networks_RH_Limbic_OFC_3,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Limbic_TempPole_2,7Networks_RH_Limbic_TempPole_3,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_Par_3,7Networks_RH_Cont_Temp_1,7Networks_RH_Cont_PFCv_1,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_PFCl_5,7Networks_RH_Cont_PFCl_6,7Networks_RH_Cont_PFCl_7,7Networks_RH_Cont_pCun_1,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_Cing_2,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_PFCmp_2,7Networks_RH_Default_Par_1,7Networks_RH_Default_Par_2,7Networks_RH_Default_Par_3,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_Temp_4,7Networks_RH_Default_Temp_5,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_PFCdPFCm_4,7Networks_RH_Default_PFCdPFCm_5,7Networks_RH_Default_PFCdPFCm_6,7Networks_RH_Default_PFCdPFCm_7,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2,7Networks_RH_Default_pCunPCC_3
7Networks_LH_SalVentAttn_FrOperIns_3,1.0,4.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,3.0,0.0,4.0,4.0,27.0,172.0,1263.0,3128.5,152.5,72.0,25.0,3.0,36.0,48.0,22.0,91.0,51.0,89.0,41.0,30.0,8.0,17.0,2.0,35.0,6.0,4.0,10.0,11.0,16.0,28.0,33.0,152.0,23.0,79.0,153.0,96.0,4156.5,1069.5,0.0,2075.5,26.0,14.0,6.0,171.5,1.0,1.0,3.0,10.0,5.0,8.0,19.0,10.5,21.0,26.0,3.0,20.0,10.0,27.0,29.0,21.0,4.0,2.0,4.0,20.0,19.0,31.0,36.0,51.0,5.0,12.0,16.0,19.0,75.0,0.0,53.5,5.0,182.0,0.0,13.0,2.0,48.0,34.0,60.0,69.0,292.5,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.0,2.0,8.0,0.0,1.0,3.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,4.0,3.0,0.0,1.0,2.0
7Networks_LH_SalVentAttn_FrOperIns_4,4.0,19.0,20.0,3.0,8.5,2.0,10.0,60.0,5.0,2.0,18.0,1.0,23.0,25.0,91.5,736.5,362.0,2618.0,284.0,701.5,228.0,31.0,173.5,156.5,118.0,367.0,171.5,817.0,238.5,120.5,123.0,313.5,14.5,293.0,55.0,42.0,81.0,81.0,133.5,179.0,313.0,1841.5,5911.5,673.0,541.0,763.0,1575.5,1462.0,2075.5,0.0,182.0,123.0,53.0,1843.0,5.0,7.0,49.0,179.5,15.0,24.0,279.0,92.0,251.5,498.5,15.0,117.0,62.5,316.0,1763.5,753.0,30.5,17.0,38.5,163.0,280.5,296.0,511.5,633.5,105.5,103.0,221.5,208.5,151.5,0.0,183.5,25.0,3260.0,2.0,49.0,12.0,237.0,244.5,1107.0,753.5,2903.5,12.0,16.0,4.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,5.0,68.5,1.0,2.0,7.0,4.0,32.0,16.0,31.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,6.0,32.0,15.0,18.0,49.0,46.0,0.0,1.0,3.0,23.0,1.0,1.0,1.0,24.5,97.5,22.5,448.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,7.0,16.0,12.0,16.0,75.0,3.0,8.0,28.0,31.0,318.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,2.0,2.0,27.0,69.0,41.5,34.0,2.0,13.0,20.0
7Networks_LH_SalVentAttn_PFCl_1,3.0,14.0,9.0,2.0,6.0,1.0,8.0,17.0,2.0,2.0,8.0,0.0,8.0,10.5,4.0,15.0,7.0,22.0,4.0,9.0,22.0,6.0,9.0,18.0,10.0,66.0,16.0,111.0,26.0,13.0,20.0,31.0,5.0,3.0,1.0,3.0,13.0,11.0,20.5,21.0,68.0,357.5,57.0,9.0,5.0,10.0,235.0,151.5,26.0,182.0,0.0,59.0,15.0,77.0,2.0,9.0,4.0,13.0,6.0,10.0,16.0,29.0,6.0,23.0,18.0,884.0,7725.0,9778.0,1196.5,84.5,5.0,8.0,12.0,25.0,12.0,13.5,13.0,14.5,6.0,42.0,4.0,51.0,90.0,4.0,144.0,495.0,618.0,25.0,2474.0,71.0,5627.0,431.0,5455.5,10892.5,1186.0,8.0,12.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,0.0,5.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,3.0,12.0,45.5,1.0,1.0,4.0,4.0,3.0,1.0,5.0,37.0,53.0,11.0,59.0,3.0,2.0,66.5,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,29.0,115.5,130.5,101.5,302.0,141.0,59.0,1.0,9.0,18.0,217.0,554.5,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,92.0,10.0,56.0,37.0,755.0,749.0,135.5,43.0,7.0,24.0,9.0
7Networks_LH_SalVentAttn_Med_1,1.0,1.0,1.0,0.0,0.0,62.0,1.0,1.5,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,11.0,1.0,4.0,9.0,3998.5,1.0,3.0,2.0,9.0,4.0,32.0,584.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,19.0,3.0,499.0,83.0,14.0,37.0,20.0,3.0,2.0,3.0,47.0,20.0,14.0,123.0,59.0,0.0,2403.5,3289.0,2.0,23.0,8.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,23.0,30.0,57.0,67.0,24.0,100.0,343.5,1409.5,3.5,2.0,3.0,3.0,3.0,1.0,4.0,1.0,5.0,8.0,54.0,10.0,78.0,102.0,414.0,457.5,4176.5,389.0,3900.5,72.0,69.0,2348.5,535.5,1420.0,1162.0,1594.5,23.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,12.0,2.0,10.0,33.0,4.0,12.0,319.5,3.0,3.0,24.0,8.0,76.0,42.0,102.0,7.0,6.0,6.0,1.0,4.0,1.0,9.0,3.0,9.0,74.0,26.0,40.0,173.5,223.0,3.0,3.0,8.0,70.0,4.0,3.0,5.5,132.0,942.5,123.5,2032.5,4.0,2.0,24.0,1.0,3.0,1.0,8.0,8.0,7.0,12.0,2.0,10.0,26.0,40.0,80.0,70.0,79.0,283.0,7.0,40.5,331.0,338.5,2053.5,7.0,7.0,16.0,1.0,4.0,2.0,2.0,1.0,70.0,13.0,26.0,35.0,242.0,456.0,178.0,154.5,17.0,77.0,62.0
7Networks_LH_SalVentAttn_Med_2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,4.0,13.0,4.0,8.0,8.0,4462.0,3.0,3.0,6.0,12.0,13.0,77.0,3869.5,19.0,1.0,2.0,1.0,5.0,1.0,1.0,23.0,5.0,2027.5,632.0,7.0,28.0,14.0,4.0,13.0,9.0,28.0,5.0,6.0,53.0,15.0,2403.5,0.0,822.5,2.0,16.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,6.0,7.0,13.0,20.0,8.0,26.0,1230.5,288.5,2.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,4.0,2.0,31.0,3.0,32.0,30.0,177.0,119.0,455.0,68.0,331.5,16.0,23.0,409.0,24.0,118.0,1911.5,1601.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,18.0,25.0,4.0,8.0,9.0,5.0,22.5,40.0,27.0,23.0,297.0,9.0,17.0,71.0,60.0,98.0,435.0,889.5,75.0,3.0,2.0,12.0,15.0,4.0,27.0,5.0,28.0,409.5,233.0,23.0,21.5,30.0,2.0,11.0,47.0,21.0,2.0,14.0,1.0,19.0,81.0,442.5,391.0,2.0,1.0,8.0,1.0,2.0,1.0,23.0,11.0,5.0,8.0,0.0,2.0,4.0,4.0,9.0,8.0,7.0,31.0,11.0,231.0,48.0,29.0,154.5,5.5,4.0,8.0,2.0,7.0,9.0,6.0,4.0,8.0,7.0,6.0,5.0,34.0,40.0,16.0,13.0,12.0,116.0,191.5
7Networks_LH_SalVentAttn_Med_3,1.0,3.0,5.0,0.0,1.0,3.0,2.0,16.0,1.0,0.0,5.0,0.0,6.0,7.0,8.0,30.0,25.0,572.0,15.0,300.0,477.0,3492.5,34.0,48.0,54.0,245.5,74.0,3406.5,3808.5,99.0,28.0,62.0,8.0,23.5,7.0,9.0,103.0,47.0,777.0,968.0,634.5,1527.0,1161.0,27.0,30.0,43.0,459.5,74.0,171.5,1843.0,77.0,3289.0,822.5,0.0,1.0,2.0,7.0,23.0,4.0,5.0,42.0,36.0,28.0,53.0,3.0,35.5,26.0,89.0,186.0,612.5,27.5,76.0,281.0,18.0,21.5,18.0,32.0,39.0,16.0,39.0,17.0,64.0,30.0,1.0,32.0,12.0,258.5,5.0,28.0,32.5,96.5,195.0,244.0,213.0,2661.0,21.0,41.5,35.0,132.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.5,1.0,0.0,2.0,5.0,3.0,5.0,3.0,2.0,65.5,4.0,106.0,97.0,16.0,162.0,1564.0,14.0,11.0,125.5,26.0,552.0,145.0,571.5,25.0,13.0,13.0,5.0,10.0,3.0,13.0,8.0,22.0,167.0,87.0,410.5,338.5,408.5,5.0,4.0,14.0,516.0,4.0,6.0,3.0,141.5,793.0,253.0,4735.0,0.0,1.0,2.0,1.0,4.0,0.0,12.0,17.0,19.0,21.0,1.0,4.0,6.0,15.0,38.0,18.0,19.0,338.0,5.0,53.0,191.0,55.0,635.0,20.0,14.0,40.0,1.0,6.0,3.0,4.0,2.0,30.0,1.0,4.0,4.0,29.0,73.0,60.0,54.0,8.0,48.0,60.0
7Networks_LH_Limbic_OFC_1,34.0,129.0,30.0,34.0,36.0,3.0,64.0,24.0,13.0,21.5,20.0,2.0,26.0,25.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,119.0,11.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0,10304.0,23.0,15.0,375.0,96.5,2.0,2.0,0.0,7.0,5161.5,179.5,12.0,4.0,3.0,1.0,6.0,17.0,22.0,515.0,18.0,25.5,7.0,5.0,1.0,18.0,2.0,8.5,3545.0,300.0,85.5,1097.5,11.0,74.0,45.0,51.5,5.0,3.0,2.0,1.0,2.0,10.0,16.0,5.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,11.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,164.0,24.0,6.0,52.0,2.0,0.0,0.0,2.0,5.0,3.0
7Networks_LH_Limbic_OFC_2,86.0,291.5,65.0,81.0,75.0,12.0,147.0,47.5,26.0,51.5,40.5,5.0,54.0,49.0,4.0,4.0,1.0,2.0,0.0,1.0,1.5,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,49.0,11.0,5.0,0.0,0.0,0.0,12.0,3.0,12.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,93.0,8.0,1.0,7.0,9.0,23.0,16.0,2.0,10304.0,0.0,54.0,30.5,539.5,97.5,4.0,4.0,0.0,13.0,4209.5,263.5,59.0,10.0,6.0,2.0,17.0,129.5,200.0,818.0,33.0,40.0,13.0,9.0,3.0,34.0,5.0,17.0,1253.5,5699.0,45.5,5751.0,11.0,977.5,396.0,570.5,28.5,26.0,4.0,3.0,5.0,65.0,131.5,52.0,45.0,35.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,6.0,4.0,1.0,939.0,146.0,977.5,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,62.5,41.0,5.0,1.0,8.0,1.0,0.0,5.0,46.0,40.5,24.0,14.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,6.0,2037.0,370.0,89.5,582.0,23.0,1.0,0.0,24.0,48.0,13.5
7Networks_LH_Limbic_TempPole_1,892.0,1092.0,577.5,427.0,206.0,194.0,369.0,343.0,87.0,449.5,216.5,95.5,373.5,217.0,22.5,29.0,4.0,15.0,4.0,19.0,18.0,1.0,6.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,1937.0,182.0,24.0,4.0,2.0,3.0,60.0,15.0,18.0,5.0,6.0,9.0,21.0,21.0,10.0,23.5,55.0,7.0,3.0,49.0,4.0,8.0,1.0,7.0,23.0,54.0,0.0,6250.5,2958.0,16.0,34.0,20.0,4.0,326.0,20.0,11.0,4.0,15.0,47.0,25.0,158.0,21.0,3.0,2772.5,480.5,104.0,76.0,61.0,32.0,208.0,54.0,125.5,37.0,4.0,9.0,21.0,28.0,6.0,7.0,9.0,5.0,6.0,36.0,6.0,11.0,344.0,81.0,3.0,27.0,3836.0,1.0,2.0,3.0,2.0,1.0,10.0,3.0,5.0,5.0,4.0,2.0,12.0,9.0,17.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,0.0,8.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,19.0,24.0
7Networks_LH_Limbic_TempPole_2,738.0,1589.0,1145.0,349.5,415.0,43.5,537.0,825.0,175.0,215.5,428.0,35.0,387.5,409.5,42.0,58.0,13.0,58.0,12.0,69.0,67.0,0.0,19.0,11.0,15.0,13.0,8.0,11.0,5.0,2.0,9799.0,790.5,46.0,15.0,5.0,8.0,111.0,39.0,38.5,16.0,20.0,36.0,83.0,63.0,33.5,82.5,91.0,14.0,10.0,179.5,13.0,2.0,1.0,23.0,15.0,30.5,6250.5,0.0,274.0,22.0,125.0,53.0,15.0,3009.5,17.0,22.0,8.0,50.0,189.5,97.5,107.5,15.0,1.0,2466.5,4110.5,194.0,222.0,203.5,122.5,544.0,199.0,411.0,38.0,1.0,16.0,18.0,97.5,1.0,5.0,1.0,11.0,5.0,126.0,20.0,34.0,58.5,22.5,1.0,22.0,1833.5,1.0,1.0,2.0,1.0,2.0,10.5,3.0,6.0,4.0,3.0,3.0,15.0,9.0,24.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,31.0,1.0,14.0,22.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,5.5,0.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,32.0,41.0
7Networks_LH_Limbic_TempPole_3,130.5,215.5,80.0,78.0,54.0,21.0,91.0,54.0,21.0,64.0,40.0,11.0,65.0,48.0,7.0,8.0,4.0,8.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,164.0,19.0,5.0,1.0,0.0,0.0,13.0,4.0,5.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,1080.0,35.0,5.0,15.0,6.0,2.0,0.0,4.0,375.0,539.5,2958.0,274.0,0.0,458.5,5.0,5.0,1.0,26.0,147.0,43.0,13.0,10.0,9.5,4.0,20.0,5.0,3.0,2101.0,51.0,37.0,13.0,11.0,4.0,37.0,7.0,19.0,533.5,22.5,51.0,142.0,22.5,7.0,19.0,7.0,10.0,4.0,8.0,5.0,9.0,30.0,10.5,1.0,5.0,393.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,10.0,1.0,0.0,0.0,2.0,4.0,5.0
7Networks_LH_Limbic_TempPole_4,27.0,221.0,70.0,33.0,139.5,3.0,166.0,95.0,73.0,29.0,97.0,7.0,162.0,154.0,1044.0,94.0,15.0,12.0,6.0,4.0,4.0,0.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,38.0,20.0,15.0,1.0,0.0,1.0,39.0,12.0,14.0,5.0,3.0,6.0,4.0,23.0,7.0,8.5,1815.5,50.0,8.0,24.0,10.0,1.0,0.0,5.0,96.5,97.5,16.0,22.0,458.5,0.0,9.0,15.0,2.0,14.0,61.0,38.0,16.0,12.0,12.0,5.0,36.0,5.0,1.0,2804.0,33.0,1229.5,41.0,51.0,6.0,115.0,9.0,46.5,346.0,3.0,62.0,61.0,35.5,2.0,20.0,2.0,15.0,5.0,12.0,6.0,11.0,12.0,6.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.5,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,2.0,0.0,0.0,2.0,8.0,10.0
